日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/04,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,30,640,19200
2026/05/04,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,19,1380,26220
2026/05/04,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,45,560,25200
2026/05/04,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,15,1750,26250
2026/05/04,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,64,380,24320
2026/05/04,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,85,650,55250
2026/05/04,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,43,540,23220
2026/05/04,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,28,880,24640
2026/05/04,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,12,1480,17760
2026/05/04,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,33,520,17160
2026/05/04,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,30,780,23400
2026/05/04,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,31,980,30380
2026/05/04,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,34,680,23120
2026/05/04,名古屋支店,インテリア小物,IN-001,アロマキャンドル,44,880,38720
2026/05/04,名古屋支店,インテリア小物,IN-003,ラタン小物かご,24,950,22800
2026/05/04,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,13,720,9360
2026/05/04,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,28,1180,33040
2026/05/04,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,24,920,22080
2026/05/04,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,21,540,11340
2026/05/04,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,20,520,10400
2026/05/04,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,36,780,28080
2026/05/04,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,15,980,14700
2026/05/04,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,46,420,19320
2026/05/04,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,31,680,21080
2026/05/04,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,17,1250,21250
2026/05/04,福岡支店,インテリア小物,IN-001,アロマキャンドル,31,880,27280
2026/05/04,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,6,1650,9900
2026/05/04,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,20,1180,23600
2026/05/04,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,27,380,10260
2026/05/04,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,50,650,32500
2026/05/04,福岡支店,ラッピング用品,GF-002,サテンリボン 5色セット,32,540,17280
2026/05/04,福岡支店,ラッピング用品,GF-004,和紙包装紙 20枚入,10,1150,11500
2026/05/04,札幌支店,キッチン雑貨,KT-003,シリコン調理スプーン,37,520,19240
2026/05/04,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,17,780,13260
2026/05/04,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,21,980,20580
2026/05/04,札幌支店,インテリア小物,IN-001,アロマキャンドル,18,880,15840
2026/05/04,札幌支店,インテリア小物,IN-004,陶器の一輪挿し,7,720,5040
2026/05/04,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,14,1180,16520
2026/05/04,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,9,1380,12420
2026/05/04,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,11,920,10120
2026/05/04,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,19,560,10640
2026/05/04,札幌支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,29,480,13920
2026/05/04,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,33,650,21450
2026/05/04,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,30,540,16200
2026/05/04,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,21,880,18480
2026/05/04,札幌支店,ラッピング用品,GF-004,和紙包装紙 20枚入,8,1150,9200
2026/05/04,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,16,1480,23680
2026/05/04,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,30,520,15600
2026/05/04,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,17,780,13260
2026/05/04,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,19,980,18620
2026/05/04,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,50,420,21000
2026/05/04,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,16,1250,20000
2026/05/04,仙台支店,インテリア小物,IN-001,アロマキャンドル,25,880,22000
2026/05/04,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,20,1180,23600
2026/05/04,仙台支店,バス・サニタリー,BS-002,陶器のソープディッシュ,8,640,5120
2026/05/04,仙台支店,バス・サニタリー,BS-003,バスソルト 3種セット,12,1380,16560
2026/05/04,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,13,560,7280
2026/05/04,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/05/04,仙台支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,21,480,10080
2026/05/04,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,33,380,12540
2026/05/04,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,38,650,24700
2026/05/04,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,31,540,16740
2026/05/04,仙台支店,ラッピング用品,GF-004,和紙包装紙 20枚入,16,1150,18400
