日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/28,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,21,560,11760
2026/05/28,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,47,380,17860
2026/05/28,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,30,540,16200
2026/05/28,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,34,880,29920
2026/05/28,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,22,1480,32560
2026/05/28,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,12,1980,23760
2026/05/28,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,26,520,13520
2026/05/28,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,32,780,24960
2026/05/28,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,58,420,24360
2026/05/28,名古屋支店,インテリア小物,IN-001,アロマキャンドル,44,880,38720
2026/05/28,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,8,1650,13200
2026/05/28,名古屋支店,インテリア小物,IN-003,ラタン小物かご,22,950,20900
2026/05/28,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,16,640,10240
2026/05/28,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,15,920,13800
2026/05/28,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,20,480,9600
2026/05/28,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,47,380,17860
2026/05/28,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,35,880,30800
2026/05/28,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,17,520,8840
2026/05/28,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,20,780,15600
2026/05/28,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,41,420,17220
2026/05/28,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,31,680,21080
2026/05/28,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,17,1250,21250
2026/05/28,福岡支店,インテリア小物,IN-001,アロマキャンドル,28,880,24640
2026/05/28,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,12,1650,19800
2026/05/28,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,25,1180,29500
2026/05/28,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,13,640,8320
2026/05/28,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,11,1380,15180
2026/05/28,福岡支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,36,560,20160
2026/05/28,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,20,480,9600
2026/05/28,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,42,650,27300
2026/05/28,福岡支店,ラッピング用品,GF-002,サテンリボン 5色セット,33,540,17820
2026/05/28,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,33,880,29040
2026/05/28,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,18,1480,26640
2026/05/28,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,14,1980,27720
2026/05/28,札幌支店,キッチン雑貨,KT-003,シリコン調理スプーン,29,520,15080
2026/05/28,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,18,780,14040
2026/05/28,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,23,980,22540
2026/05/28,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,41,680,27880
2026/05/28,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,6,1650,9900
2026/05/28,札幌支店,インテリア小物,IN-003,ラタン小物かご,14,950,13300
2026/05/28,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,17,1380,23460
2026/05/28,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,9,920,8280
2026/05/28,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,9,1750,15750
2026/05/28,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,40,650,26000
2026/05/28,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,17,880,14960
2026/05/28,札幌支店,ラッピング用品,GF-004,和紙包装紙 20枚入,13,1150,14950
2026/05/28,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,33,420,13860
2026/05/28,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,26,680,17680
2026/05/28,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,16,1250,20000
2026/05/28,仙台支店,インテリア小物,IN-001,アロマキャンドル,30,880,26400
2026/05/28,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,9,1650,14850
2026/05/28,仙台支店,インテリア小物,IN-003,ラタン小物かご,15,950,14250
2026/05/28,仙台支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,21,920,19320
2026/05/28,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,11,560,6160
2026/05/28,仙台支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,23,480,11040
2026/05/28,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,30,380,11400
2026/05/28,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,28,650,18200
2026/05/28,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,19,880,16720
2026/05/28,仙台支店,ラッピング用品,GF-004,和紙包装紙 20枚入,16,1150,18400
