日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/04,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,33,880,29040
2026/06/04,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,30,1150,34500
2026/06/04,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,27,1980,53460
2026/06/04,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,33,980,32340
2026/06/04,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,83,420,34860
2026/06/04,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,62,680,42160
2026/06/04,名古屋支店,インテリア小物,IN-001,アロマキャンドル,47,880,41360
2026/06/04,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,20,1180,23600
2026/06/04,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,36,920,33120
2026/06/04,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,27,560,15120
2026/06/04,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,41,380,15580
2026/06/04,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,22,880,19360
2026/06/04,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,21,1480,31080
2026/06/04,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,12,1980,23760
2026/06/04,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,26,980,25480
2026/06/04,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,48,420,20160
2026/06/04,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,50,680,34000
2026/06/04,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,18,1250,22500
2026/06/04,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,11,1650,18150
2026/06/04,福岡支店,インテリア小物,IN-003,ラタン小物かご,12,950,11400
2026/06/04,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,10,720,7200
2026/06/04,福岡支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,30,560,16800
2026/06/04,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,34,480,16320
2026/06/04,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,28,380,10640
2026/06/04,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,35,650,22750
2026/06/04,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,8,1480,11840
2026/06/04,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,7,1980,13860
2026/06/04,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,21,980,20580
2026/06/04,札幌支店,インテリア小物,IN-001,アロマキャンドル,23,880,20240
2026/06/04,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,16,1180,18880
2026/06/04,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,20,920,18400
2026/06/04,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,16,560,8960
2026/06/04,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,31,650,20150
2026/06/04,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,15,880,13200
2026/06/04,札幌支店,ラッピング用品,GF-004,和紙包装紙 20枚入,14,1150,16100
2026/06/04,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,17,520,8840
2026/06/04,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,23,780,17940
2026/06/04,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,47,680,31960
2026/06/04,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,17,1250,21250
2026/06/04,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,10,1650,16500
2026/06/04,仙台支店,インテリア小物,IN-004,陶器の一輪挿し,13,720,9360
2026/06/04,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,22,1180,25960
2026/06/04,仙台支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,22,920,20240
2026/06/04,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,14,560,7840
2026/06/04,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,9,1750,15750
2026/06/04,仙台支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,17,480,8160
2026/06/04,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,17,540,9180
