日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/21,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,13,1150,14950
2026/05/21,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,16,1480,23680
2026/05/21,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,11,1980,21780
2026/05/21,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,29,520,15080
2026/05/21,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,27,780,21060
2026/05/21,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,59,420,24780
2026/05/21,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,11,1250,13750
2026/05/21,名古屋支店,インテリア小物,IN-001,アロマキャンドル,33,880,29040
2026/05/21,名古屋支店,インテリア小物,IN-003,ラタン小物かご,18,950,17100
2026/05/21,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,11,720,7920
2026/05/21,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,20,640,12800
2026/05/21,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,16,1380,22080
2026/05/21,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,29,920,26680
2026/05/21,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,25,560,14000
2026/05/21,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,20,480,9600
2026/05/21,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,21,1480,31080
2026/05/21,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,39,520,20280
2026/05/21,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,34,780,26520
2026/05/21,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,16,980,15680
2026/05/21,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,35,680,23800
2026/05/21,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,20,1250,25000
2026/05/21,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,6,1650,9900
2026/05/21,福岡支店,インテリア小物,IN-003,ラタン小物かご,10,950,9500
2026/05/21,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,17,1380,23460
2026/05/21,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,12,1750,21000
2026/05/21,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,16,480,7680
2026/05/21,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,17,1980,33660
2026/05/21,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,33,780,25740
2026/05/21,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,14,980,13720
2026/05/21,札幌支店,ステーショナリー,ST-002,活版印刷メモパッド,58,420,24360
2026/05/21,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,42,680,28560
2026/05/21,札幌支店,ステーショナリー,ST-004,マスキングテープ 12色セット,11,1250,13750
2026/05/21,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,7,1650,11550
2026/05/21,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,12,1180,14160
2026/05/21,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,17,640,10880
2026/05/21,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,11,1380,15180
2026/05/21,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,7,1750,12250
2026/05/21,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,39,380,14820
2026/05/21,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,24,540,12960
2026/05/21,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,28,880,24640
2026/05/21,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,16,1480,23680
2026/05/21,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,11,1980,21780
2026/05/21,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,30,520,15600
2026/05/21,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,22,780,17160
2026/05/21,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,11,1250,13750
2026/05/21,仙台支店,インテリア小物,IN-001,アロマキャンドル,29,880,25520
2026/05/21,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,8,1650,13200
2026/05/21,仙台支店,インテリア小物,IN-004,陶器の一輪挿し,10,720,7200
2026/05/21,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,20,380,7600
2026/05/21,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,40,650,26000
2026/05/21,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,32,880,28160
2026/05/21,仙台支店,ラッピング用品,GF-004,和紙包装紙 20枚入,12,1150,13800
