日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/05,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,16,1250,20000
2026/05/05,仙台支店,インテリア小物,IN-001,アロマキャンドル,26,880,22880
2026/05/05,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,9,1650,14850
2026/05/05,仙台支店,インテリア小物,IN-004,陶器の一輪挿し,14,720,10080
2026/05/05,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,14,1180,16520
2026/05/05,仙台支店,バス・サニタリー,BS-002,陶器のソープディッシュ,13,640,8320
2026/05/05,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,20,380,7600
2026/05/05,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,23,540,12420
2026/05/05,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,15,880,13200
2026/05/05,仙台支店,ラッピング用品,GF-004,和紙包装紙 20枚入,9,1150,10350
