日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/01,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,66,420,27720
2026/06/01,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,30,680,20400
2026/06/01,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,13,1250,16250
2026/06/01,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,17,1180,20060
2026/06/01,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,27,1380,37260
2026/06/01,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,24,920,22080
2026/06/01,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,29,560,16240
2026/06/01,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,50,540,27000
2026/06/01,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,24,1150,27600
2026/06/01,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,26,520,13520
2026/06/01,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,31,780,24180
2026/06/01,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,31,980,30380
2026/06/01,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,51,680,34680
2026/06/01,福岡支店,インテリア小物,IN-001,アロマキャンドル,23,880,20240
2026/06/01,福岡支店,インテリア小物,IN-003,ラタン小物かご,16,950,15200
2026/06/01,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,17,1180,20060
2026/06/01,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,10,1380,13800
2026/06/01,福岡支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,20,920,18400
2026/06/01,福岡支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,34,560,19040
2026/06/01,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,9,1750,15750
2026/06/01,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,50,650,32500
2026/06/01,福岡支店,ラッピング用品,GF-002,サテンリボン 5色セット,33,540,17820
2026/06/01,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,19,880,16720
2026/06/01,福岡支店,ラッピング用品,GF-004,和紙包装紙 20枚入,10,1150,11500
2026/06/01,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,27,780,21060
2026/06/01,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,21,680,14280
2026/06/01,札幌支店,インテリア小物,IN-003,ラタン小物かご,12,950,11400
2026/06/01,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,23,1180,27140
2026/06/01,札幌支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,14,480,6720
2026/06/01,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,30,380,11400
2026/06/01,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,23,540,12420
2026/06/01,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,33,880,29040
2026/06/01,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,25,780,19500
2026/06/01,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,23,980,22540
2026/06/01,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,46,420,19320
2026/06/01,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,49,680,33320
2026/06/01,仙台支店,インテリア小物,IN-001,アロマキャンドル,15,880,13200
2026/06/01,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,6,1650,9900
2026/06/01,仙台支店,インテリア小物,IN-003,ラタン小物かご,19,950,18050
2026/06/01,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,21,1180,24780
2026/06/01,仙台支店,バス・サニタリー,BS-002,陶器のソープディッシュ,18,640,11520
2026/06/01,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,19,560,10640
2026/06/01,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,7,1750,12250
2026/06/01,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,19,380,7220
2026/06/01,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,24,650,15600
2026/06/01,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,15,540,8100
