日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/13,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,5,1650,8250
2026/05/13,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,20,640,12800
2026/05/13,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,9,1380,12420
2026/05/13,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,8,1750,14000
2026/05/13,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,19,540,10260
2026/05/13,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,26,880,22880
2026/05/13,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,30,520,15600
2026/05/13,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,25,420,10500
2026/05/13,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,37,680,25160
2026/05/13,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,11,1250,13750
2026/05/13,仙台支店,インテリア小物,IN-001,アロマキャンドル,30,880,26400
2026/05/13,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,6,1650,9900
2026/05/13,仙台支店,バス・サニタリー,BS-002,陶器のソープディッシュ,8,640,5120
2026/05/13,仙台支店,バス・サニタリー,BS-003,バスソルト 3種セット,7,1380,9660
2026/05/13,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,26,560,14560
2026/05/13,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/05/13,仙台支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,26,480,12480
2026/05/13,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,18,880,15840
2026/05/13,仙台支店,ラッピング用品,GF-004,和紙包装紙 20枚入,13,1150,14950
