日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/19,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,24,480,11520
2026/05/19,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,24,380,9120
2026/05/19,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,31,650,20150
2026/05/19,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,34,540,18360
2026/05/19,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,19,520,9880
2026/05/19,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,35,420,14700
2026/05/19,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,36,680,24480
2026/05/19,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,12,1250,15000
2026/05/19,福岡支店,インテリア小物,IN-001,アロマキャンドル,38,880,33440
2026/05/19,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,11,720,7920
2026/05/19,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,13,1380,17940
2026/05/19,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/05/19,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,18,480,8640
2026/05/19,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,20,880,17600
2026/05/19,福岡支店,ラッピング用品,GF-004,和紙包装紙 20枚入,15,1150,17250
2026/05/19,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,12,1480,17760
2026/05/19,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,15,1980,29700
2026/05/19,札幌支店,キッチン雑貨,KT-003,シリコン調理スプーン,25,520,13000
2026/05/19,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,26,780,20280
2026/05/19,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,14,980,13720
2026/05/19,札幌支店,ステーショナリー,ST-004,マスキングテープ 12色セット,13,1250,16250
2026/05/19,札幌支店,インテリア小物,IN-001,アロマキャンドル,19,880,16720
2026/05/19,札幌支店,インテリア小物,IN-003,ラタン小物かご,18,950,17100
2026/05/19,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,25,1180,29500
2026/05/19,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,12,1380,16560
2026/05/19,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,20,920,18400
2026/05/19,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,7,1750,12250
2026/05/19,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,27,540,14580
2026/05/19,札幌支店,ラッピング用品,GF-004,和紙包装紙 20枚入,18,1150,20700
2026/05/19,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,13,1480,19240
2026/05/19,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,34,680,23120
2026/05/19,仙台支店,インテリア小物,IN-001,アロマキャンドル,19,880,16720
2026/05/19,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,8,1650,13200
2026/05/19,仙台支店,インテリア小物,IN-004,陶器の一輪挿し,7,720,5040
2026/05/19,仙台支店,バス・サニタリー,BS-002,陶器のソープディッシュ,18,640,11520
2026/05/19,仙台支店,バス・サニタリー,BS-003,バスソルト 3種セット,11,1380,15180
2026/05/19,仙台支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,16,920,14720
2026/05/19,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,5,1750,8750
2026/05/19,仙台支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,13,480,6240
2026/05/19,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,27,650,17550
2026/05/19,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,26,540,14040
2026/05/19,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,23,880,20240
