日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/29,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,29,1180,34220
2026/06/29,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,17,640,10880
2026/06/29,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,31,920,28520
2026/06/29,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,66,380,25080
2026/06/29,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,78,650,50700
2026/06/29,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,35,540,18900
2026/06/29,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,25,880,22000
2026/06/29,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,28,1150,32200
2026/06/29,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,11,1480,16280
2026/06/29,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,17,1980,33660
2026/06/29,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,39,520,20280
2026/06/29,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,35,980,34300
2026/06/29,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,58,420,24360
2026/06/29,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,40,680,27200
2026/06/29,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,20,1250,25000
2026/06/29,福岡支店,インテリア小物,IN-001,アロマキャンドル,27,880,23760
2026/06/29,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,16,720,11520
2026/06/29,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,11,1380,15180
2026/06/29,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,50,380,19000
2026/06/29,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,60,650,39000
2026/06/29,福岡支店,ラッピング用品,GF-002,サテンリボン 5色セット,33,540,17820
2026/06/29,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,31,880,27280
2026/06/29,福岡支店,ラッピング用品,GF-004,和紙包装紙 20枚入,10,1150,11500
2026/06/29,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,17,1480,25160
2026/06/29,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,9,1980,17820
2026/06/29,札幌支店,キッチン雑貨,KT-003,シリコン調理スプーン,16,520,8320
2026/06/29,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,27,980,26460
2026/06/29,札幌支店,インテリア小物,IN-001,アロマキャンドル,20,880,17600
2026/06/29,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,6,1650,9900
2026/06/29,札幌支店,インテリア小物,IN-003,ラタン小物かご,15,950,14250
2026/06/29,札幌支店,インテリア小物,IN-004,陶器の一輪挿し,11,720,7920
2026/06/29,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,23,1180,27140
2026/06/29,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,11,1380,15180
2026/06/29,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,7,1750,12250
2026/06/29,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,32,380,12160
2026/06/29,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,22,650,14300
2026/06/29,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,27,540,14580
2026/06/29,札幌支店,ラッピング用品,GF-004,和紙包装紙 20枚入,13,1150,14950
2026/06/29,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,8,1980,15840
2026/06/29,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,33,520,17160
2026/06/29,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,26,980,25480
2026/06/29,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,37,420,15540
2026/06/29,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,21,680,14280
2026/06/29,仙台支店,インテリア小物,IN-001,アロマキャンドル,34,880,29920
2026/06/29,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,13,1180,15340
2026/06/29,仙台支店,バス・サニタリー,BS-002,陶器のソープディッシュ,17,640,10880
2026/06/29,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,17,560,9520
2026/06/29,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,6,1750,10500
2026/06/29,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,32,880,28160
