日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/20,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,17,1250,21250
2026/05/20,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,9,1650,14850
2026/05/20,仙台支店,インテリア小物,IN-003,ラタン小物かご,9,950,8550
2026/05/20,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,28,1180,33040
2026/05/20,仙台支店,バス・サニタリー,BS-002,陶器のソープディッシュ,14,640,8960
2026/05/20,仙台支店,バス・サニタリー,BS-003,バスソルト 3種セット,9,1380,12420
2026/05/20,仙台支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,12,920,11040
2026/05/20,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,29,560,16240
2026/05/20,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,9,1750,15750
2026/05/20,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,27,380,10260
2026/05/20,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,23,650,14950
2026/05/20,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,23,540,12420
