日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/11,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,25,640,16000
2026/05/11,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,31,650,20150
2026/05/11,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,30,880,26400
2026/05/11,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,16,1150,18400
2026/05/11,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,11,1980,21780
2026/05/11,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,30,780,23400
2026/05/11,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,22,680,14960
2026/05/11,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,11,1250,13750
2026/05/11,福岡支店,インテリア小物,IN-001,アロマキャンドル,39,880,34320
2026/05/11,福岡支店,インテリア小物,IN-003,ラタン小物かご,20,950,19000
2026/05/11,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,21,640,13440
2026/05/11,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,10,1380,13800
2026/05/11,福岡支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,11,920,10120
2026/05/11,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,7,1750,12250
2026/05/11,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,22,880,19360
2026/05/11,福岡支店,ラッピング用品,GF-004,和紙包装紙 20枚入,19,1150,21850
2026/05/11,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,12,1480,17760
2026/05/11,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,12,1980,23760
2026/05/11,札幌支店,キッチン雑貨,KT-003,シリコン調理スプーン,27,520,14040
2026/05/11,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,19,780,14820
2026/05/11,札幌支店,インテリア小物,IN-003,ラタン小物かご,15,950,14250
2026/05/11,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,20,640,12800
2026/05/11,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,17,1380,23460
2026/05/11,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,22,920,20240
2026/05/11,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,25,560,14000
2026/05/11,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,5,1750,8750
2026/05/11,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,28,380,10640
2026/05/11,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,29,650,18850
2026/05/11,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,25,540,13500
2026/05/11,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,21,880,18480
2026/05/11,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,8,1480,11840
2026/05/11,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,12,1980,23760
2026/05/11,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,20,520,10400
2026/05/11,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,20,780,15600
2026/05/11,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,22,980,21560
2026/05/11,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,44,420,18480
2026/05/11,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,26,1180,30680
2026/05/11,仙台支店,バス・サニタリー,BS-002,陶器のソープディッシュ,16,640,10240
2026/05/11,仙台支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,19,920,17480
2026/05/11,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,27,560,15120
2026/05/11,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,20,540,10800
