日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/08,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,47,380,17860
2026/06/08,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,28,540,15120
2026/06/08,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,33,880,29040
2026/06/08,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,24,1150,27600
2026/06/08,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,12,1480,17760
2026/06/08,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,26,1980,51480
2026/06/08,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,45,520,23400
2026/06/08,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,26,980,25480
2026/06/08,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,73,420,30660
2026/06/08,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,33,680,22440
2026/06/08,名古屋支店,インテリア小物,IN-001,アロマキャンドル,27,880,23760
2026/06/08,名古屋支店,インテリア小物,IN-003,ラタン小物かご,18,950,17100
2026/06/08,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,21,1180,24780
2026/06/08,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,22,640,14080
2026/06/08,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,24,1380,33120
2026/06/08,名古屋支店,ガーデン雑貨,GD-002,ブリキのじょうろ,12,1750,21000
2026/06/08,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,64,380,24320
2026/06/08,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,39,650,25350
2026/06/08,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,35,540,18900
2026/06/08,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,49,880,43120
2026/06/08,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,12,1150,13800
2026/06/08,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,13,1480,19240
2026/06/08,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,41,520,21320
2026/06/08,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,23,780,17940
2026/06/08,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,48,420,20160
2026/06/08,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,34,680,23120
2026/06/08,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,15,1250,18750
2026/06/08,福岡支店,インテリア小物,IN-001,アロマキャンドル,31,880,27280
2026/06/08,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,11,720,7920
2026/06/08,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,15,1180,17700
2026/06/08,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,22,640,14080
2026/06/08,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,9,1380,12420
2026/06/08,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,12,1750,21000
2026/06/08,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,15,480,7200
2026/06/08,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,52,380,19760
2026/06/08,福岡支店,ラッピング用品,GF-002,サテンリボン 5色セット,17,540,9180
2026/06/08,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,21,880,18480
2026/06/08,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,9,1480,13320
2026/06/08,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,10,1980,19800
2026/06/08,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,19,780,14820
2026/06/08,札幌支店,ステーショナリー,ST-002,活版印刷メモパッド,24,420,10080
2026/06/08,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,32,680,21760
2026/06/08,札幌支店,ステーショナリー,ST-004,マスキングテープ 12色セット,14,1250,17500
2026/06/08,札幌支店,インテリア小物,IN-001,アロマキャンドル,22,880,19360
2026/06/08,札幌支店,インテリア小物,IN-004,陶器の一輪挿し,9,720,6480
2026/06/08,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,14,1180,16520
2026/06/08,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,10,640,6400
2026/06/08,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,13,1380,17940
2026/06/08,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,17,560,9520
2026/06/08,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,33,380,12540
2026/06/08,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,23,650,14950
2026/06/08,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,18,540,9720
2026/06/08,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,21,880,18480
2026/06/08,札幌支店,ラッピング用品,GF-004,和紙包装紙 20枚入,15,1150,17250
2026/06/08,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,15,1480,22200
2026/06/08,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,14,1980,27720
2026/06/08,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,26,520,13520
2026/06/08,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,27,780,21060
2026/06/08,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,16,980,15680
2026/06/08,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,37,420,15540
2026/06/08,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,20,1250,25000
2026/06/08,仙台支店,インテリア小物,IN-001,アロマキャンドル,16,880,14080
2026/06/08,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,11,1650,18150
2026/06/08,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,22,1180,25960
2026/06/08,仙台支店,バス・サニタリー,BS-003,バスソルト 3種セット,13,1380,17940
2026/06/08,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,15,560,8400
2026/06/08,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,11,1750,19250
2026/06/08,仙台支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,20,480,9600
2026/06/08,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,30,380,11400
2026/06/08,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,27,540,14580
2026/06/08,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,22,880,19360
